n,LAM,time
400, 0.6303826415333279, 0.000960938
1600, 0.6172949817517944, 0.003350853
6400, 0.6291356357849448, 0.023179373
25600, 0.6368019787822143, 0.067010694
102400, 0.6369834255071422, 0.231870745
409600, 0.6355130847036554, 0.92006157
1638400, 0.6362573218472154, 3.969901898
6553600, 0.6358133282560305, 16.22797433
26214400, 0.8112218256985317, 61.81379242
104857600, 0.9596534967771302, 360.439228389
419430400, 0.9903988758763406, 1529.509376372
